[00:59:40] [Átad][USA]Nagato_Brasco átadott neki: [Civil]Angelina_Freeman, egy Parachute-t
[03:23:45] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db MP5-t | Raktár Volt: 65 Lett: 66
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 248 Lett: 249
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 405 Lett: 406
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 405 Lett: 406
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 405 Lett: 406
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 406 Lett: 407
[03:36:05] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 7 Lett: 407
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 249 Lett: 250
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 407 Lett: 408
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 407 Lett: 408
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 407 Lett: 408
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 408 Lett: 409
[03:36:05] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 9 Lett: 409
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 250 Lett: 251
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 409 Lett: 410
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 409 Lett: 410
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 409 Lett: 410
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 410 Lett: 411
[03:36:05] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 11 Lett: 411
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 251 Lett: 252
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 411 Lett: 412
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 411 Lett: 412
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 411 Lett: 412
[03:36:05] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 412 Lett: 413
[03:36:05] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 13 Lett: 413
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 252 Lett: 253
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 413 Lett: 414
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 413 Lett: 414
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 413 Lett: 414
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 414 Lett: 415
[03:36:06] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 15 Lett: 415
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 253 Lett: 254
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 415 Lett: 416
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 415 Lett: 416
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 415 Lett: 416
[03:36:06] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 416 Lett: 417
[03:36:06] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 17 Lett: 417
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 254 Lett: 255
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 417 Lett: 418
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 417 Lett: 418
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 417 Lett: 418
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 418 Lett: 419
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 19 Lett: 419
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 255 Lett: 256
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 419 Lett: 420
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 419 Lett: 420
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 419 Lett: 420
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 420 Lett: 421
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 21 Lett: 421
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 256 Lett: 257
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 421 Lett: 422
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 421 Lett: 422
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 421 Lett: 422
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 422 Lett: 423
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 23 Lett: 423
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 257 Lett: 258
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 423 Lett: 424
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 423 Lett: 424
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 423 Lett: 424
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 424 Lett: 425
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 25 Lett: 425
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 258 Lett: 259
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 425 Lett: 426
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 425 Lett: 426
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 425 Lett: 426
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 426 Lett: 427
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 27 Lett: 427
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 259 Lett: 260
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 427 Lett: 428
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 427 Lett: 428
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 427 Lett: 428
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 428 Lett: 429
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 29 Lett: 429
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 260 Lett: 261
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 429 Lett: 430
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 429 Lett: 430
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 429 Lett: 430
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 430 Lett: 431
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 31 Lett: 431
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 261 Lett: 262
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 431 Lett: 432
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 431 Lett: 432
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 431 Lett: 432
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 432 Lett: 433
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 33 Lett: 433
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 262 Lett: 263
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 433 Lett: 434
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 433 Lett: 434
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 433 Lett: 434
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 434 Lett: 435
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 35 Lett: 435
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 263 Lett: 264
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 435 Lett: 436
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 435 Lett: 436
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 435 Lett: 436
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 436 Lett: 437
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 37 Lett: 437
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 264 Lett: 265
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 437 Lett: 438
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 437 Lett: 438
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 437 Lett: 438
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 438 Lett: 439
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 39 Lett: 439
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 265 Lett: 266
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 439 Lett: 440
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 439 Lett: 440
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 439 Lett: 440
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 440 Lett: 441
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 41 Lett: 441
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 266 Lett: 267
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 441 Lett: 442
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 441 Lett: 442
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 441 Lett: 442
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 442 Lett: 443
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 43 Lett: 443
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 267 Lett: 268
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 443 Lett: 444
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 443 Lett: 444
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 443 Lett: 444
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 444 Lett: 445
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 45 Lett: 445
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 268 Lett: 269
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 445 Lett: 446
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 445 Lett: 446
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 445 Lett: 446
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 446 Lett: 447
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 47 Lett: 447
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 269 Lett: 270
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 447 Lett: 448
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 447 Lett: 448
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 447 Lett: 448
[03:36:07] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 448 Lett: 449
[03:36:07] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 49 Lett: 449
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 270 Lett: 271
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 449 Lett: 450
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 449 Lett: 450
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 449 Lett: 450
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 450 Lett: 451
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 51 Lett: 451
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 271 Lett: 272
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 451 Lett: 452
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 451 Lett: 452
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 451 Lett: 452
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: 52 Lett: 452
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 272 Lett: 273
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 272 Lett: 273
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 272 Lett: 273
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -127 Lett: 273
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 273 Lett: 274
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 273 Lett: 274
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 273 Lett: 274
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -126 Lett: 274
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 274 Lett: 275
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 274 Lett: 275
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 274 Lett: 275
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -125 Lett: 275
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 275 Lett: 276
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 275 Lett: 276
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 275 Lett: 276
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -124 Lett: 276
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 276 Lett: 277
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 276 Lett: 277
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 276 Lett: 277
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -123 Lett: 277
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 277 Lett: 278
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 277 Lett: 278
[03:36:08] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 277 Lett: 278
[03:36:08] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -122 Lett: 278
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 278 Lett: 279
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 278 Lett: 279
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 278 Lett: 279
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -121 Lett: 279
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 279 Lett: 280
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 279 Lett: 280
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 279 Lett: 280
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -120 Lett: 280
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 280 Lett: 281
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 280 Lett: 281
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 280 Lett: 281
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -119 Lett: 281
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 281 Lett: 282
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 281 Lett: 282
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 281 Lett: 282
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -118 Lett: 282
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 282 Lett: 283
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 282 Lett: 283
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 282 Lett: 283
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -117 Lett: 283
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 283 Lett: 284
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 283 Lett: 284
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 283 Lett: 284
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -116 Lett: 284
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 284 Lett: 285
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 284 Lett: 285
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 284 Lett: 285
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -115 Lett: 285
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 285 Lett: 286
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 285 Lett: 286
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 285 Lett: 286
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -114 Lett: 286
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 286 Lett: 287
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 286 Lett: 287
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 286 Lett: 287
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -113 Lett: 287
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 287 Lett: 288
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 287 Lett: 288
[03:36:09] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 287 Lett: 288
[03:36:09] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -112 Lett: 288
[03:36:11] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 288 Lett: 289
[03:36:11] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 288 Lett: 289
[03:36:11] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 288 Lett: 289
[03:36:11] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -111 Lett: 289
[03:36:11] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 289 Lett: 290
[03:36:11] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 289 Lett: 290
